response ID,hashed user ID,band_11-12,band_3-4,band_5-6,band_7-8,band_9-10,band_k-2,comments,comparison,confidence_abstraction,confidence_algorithms,confidence_implementation,confidence_integration,confidence_representation,confidence_tcc,confidence_technical,define_ct,excited,freq_tcc_online,future_modules,future_webinars,improved_confidence,improved_integration,improved_knowledge,improved_resources,improved_understanding,inspiring,learn_to_code,length,pace,purpose,readiness_lead,ready_tcc,student_completion
6790,b6661f4aa547d68bf47847ea7d23f81f,,on,,,,on,"Day One I found much better. It was very quick but I found it to be very useful. Day Two however I found that we spent a considerable amount of time actually playing ourselves, which I believe we could have done in our own time. It was definitely fun however I found Day One much more useful to build my confidence in teaching the digital technologies curriculum.",,3,4,4,5,4,4,4,The thought process we go through to help us solve problems or create solutions,strongly_agree,days,,,considerably,sufficiently,sufficiently,sufficiently,sufficiently,a_lot,yes_a_bit,just_fine,just_fine,"It is more/different to the ICT capabilities, which I think is a great place to start with my colleagues. ",5,yes,"Know and understand how computers/technology work, Use this knowledge to collect, sort and display different types of data using a range of different software. Understand how to code and design solutions to problems using computational thinking."
6791,b651432ca8fab9e444d3f5a3a687326b,,on,on,,,on,,4,4,4,4,3,3,4,3,10 concepts that are needed to understand how systems work.,strongly_agree,days,Sharing of plans & lessons that cover the curriculum with assessments for year levels (incorporating the tech kit given to schools).,What should we be presenting first? A bit on computational thinking and integrating the digital curriculum - then visual coding (ScratchJnr - Scratch - Blockly) and language?,sufficiently,considerably,sufficiently,sufficiently,sufficiently,a_lot,yes_lots_,just_fine,just_fine,"Allow students to engage in a language they may use in the future, and giving them skills for employment (collaboration, problem solving, design engineering, coding).",4,yes,"Code using visual programming. Represent concepts: data, algorithms, abstraction, decomposition."
6792,caaabcd71ec8f24a7471cc60744bc0bf,,on,on,,,on,,4,4,5,4,4,5,4,4,Where we use digital systems to break down and solve a problem. ,strongly_agree,days,"Digital systems
More coding
Resources","Revision and consolidation of modules already seen
Question time",considerably,considerably,considerably,sufficiently,considerably,a_lot,yes_lots_,just_fine,just_fine,To prepare students to be able to use Digital Technolgy concepts to be able to problem solve and create new solutions. ,4,yes,"Depending on year level they shoukd understand how DT they have experinced works, how to use it to solve priblems and also how to apply this to new challenges they face in digital technology. "
6793,9822655a31cd6648fe0ebecd79f6380b,on,,,on,on,,Give several options for ways of leading other teachers in coding apart from after school PD's.  Is there potential for in class coaching of other teachers?  Also even though I am a secondary teacher I feel that it is important to also liaise with primary teachers as we form a continuum of Digital Technologies teaching across school life.  Maybe encourage this relationship more?,5,4,5,5,4,3,4,4,"To have the ability to think like a computer, designing a logical series of steps to achieve a goal, producing an algorithm that is efficient and elegant.",strongly_agree,weeks,"Technologies skills
More programmable circuit boards (Circuit Playgrounds, Raspberry pi)
Strategies to lead and more time to collaborate with teachers in our area/region
Integrating across the curriculum
Project based learning (if appropriate)",Curriculum content,considerably,sufficiently,considerably,considerably,sufficiently,a_lot,yes_a_bit,just_fine,just_fine,To produce digitally literate learners who are confident and competent in using technology safely in society.,4,yes,"Select appropriate devices as tools to achieve goals, be cybersmart, have the ability to choose multiple devices to achieve specific goals,  understand their place in a digital or information system (eg hacker, hipster or hawker)."
6794,6d1531f4474e27e00c1f7a7d9ee9d243,on,,,on,on,,None come to mind atm,4,4,4,4,3,4,3,4,"0011010010. Seriously, devising solutions to problems that involve defining and interpreting the problem in ways that can be solved with logic steps that suit the way DT works.  ",strongly_agree,days,"Learning about more engaging ""gamified"" coding resources;
Learning about project-based examples to teach DT ;
Learning more cross-curricular strategies to engage colleagues to incorporate more DT when possible ",Not sure,considerably,sufficiently,sufficiently,considerably,considerably,a_lot,yes_lots_,just_fine,just_fine,"1/ To teach (empower) students to be creators of solutions using DT, rather than more passive users of DT. 
2/ Giving students the foundations of knowledge to devise solutions to problems that involve defining and interpreting the problem in ways that can be solved with logic steps that suit the way digital tools work.",3,no,This depends on the Year group and their starting point. Once students have (different levels of) foundation knowledge they should be able to apply that critically and creatively to solve novel challenges using their available DT resources.
6795,ae97914f377c854d491ff688da47fc68,,,,,,on,,5,4,5,5,4,5,5,5,Same answer as before.,strongly_agree,months,More on integration with example lessons.,Integration.,considerably,considerably,sufficiently,sufficiently,considerably,a_lot,yes_a_bit,long,fast,To give students the tools to be successful in a technological advancing world.,4,yes,Use and understand various digital and physical mediums and represent data using these mediums.
6800,336c5fbdb4578927e5dc520aaa3620c3,,on,on,on,on,on,,4,4,4,4,4,4,5,4,,agree,weeks,,,sufficiently,sufficiently,considerably,considerably,considerably,a_lot,yes_a_bit,just_fine,just_fine,,5,yes,
6848,3d4da4ba888088f1b0eccf44a15ed509,,,on,,,,,5,2,4,4,4,4,4,4,,strongly_agree,days,,,considerably,sufficiently,considerably,sufficiently,considerably,a_lot,yes_lots_,just_fine,fast,,4,yes,
6850,f5ee9ddf907adb7eb5ef0d3ee934404b,,,on,,,,,5,5,5,5,5,5,5,5,"Computational thinking describes the processes and approaches we draw on when thinking about how to solve complex problems and create systems. We often draw on logical reasoning, algorithms, decomposition, abstraction, and patterns and generalisation when thinking computationally.",strongly_agree,days,,,considerably,considerably,considerably,considerably,considerably,a_lot,yes_lots_,just_fine,just_fine,"To build students to adapt and respond to change. Moving them away from passive consumers of technology, actively teach students to program and code technology to improve the world around them. A world that has been transformed by technologies. Students should be building transferable skills, computational thinking and a capacity to be adaptable.",5,yes,"To build students to adapt and respond to change. Moving them away from passive consumers of technology, actively teach students to program and code technology to improve the world around them. A world that has been transformed by technologies. Students should be building transferable skills, computational thinking and a capacity to be adaptable."
6855,86465fafe741f342d738498d69ebbbfe,,,on,,,,,5,4,4,4,4,4,4,3,Problem solving,strongly_agree,days,"More practice with the resources, 
more on assessment, 
practice the delivering aspect of the TCC program.",,sufficiently,sufficiently,considerably,considerably,considerably,a_lot,yes_lots_,just_fine,very_fast,The key concepts and unpacking them ,3,yes,"Represent data
Understand abstraction
Code using simple algorithms"
6857,65c0d71897a8ed942e447a932135a5d6,on,,,on,on,,While I understand that Grok prefers Python it is not the only language out there. Some teachers mention they would have to scrap what thy currently teach and change to Python.  Which I feel was not the intent.  A broader range of ways to teach coding outside grok that can apply to the different languages that schools may use.  ,5,5,5,5,5,5,4,4,A process in breaking down a problem into manageable parts and designing a solution. ,agree,days,"Different programming tools (It was very Grok focussed)
Example case studies on mini tasks/projects during a PL. - I found many of the ideas pitched at students and not fellow staff.
Not a topic, but time allocated to schools located close to one another. 
Discussion on delivering PL structures.  ","Discussion on delivering PL structures.  (waiting on the notes) 
discussion of application of DT tools across high school curriculum. (outside Grok)",i_am_already_confident,i_am_already_integrating_a_lot,i_am_already_knowledgeable,sufficiently,sufficiently,a_lot,yes_lots_,just_fine,just_fine,To teach a way of approaching  problems.  Using a range of digital tools in creating a solution.,5,yes,Build solutions using a range of digital tools and practised processes. 
6871,a17262b531011a38b25c38cb14afe5e9,,on,on,,,on,"There was a lot of talking to us so maybe more time for group discussions and feedback,  more hands on activities (examples of what teachers can use in class).",4,4,4,3,4,3,4,4,"Searching through a problem, breaking it apart and looking for the main points to reach a solution / conclusion.",strongly_agree,days,,,sufficiently,sufficiently,considerably,considerably,sufficiently,a_lot,yes_a_bit,just_fine,fast,To enable the teaching of skills to prepare students for out technological future. ,4,yes,"Students should be able to problem solve, look for solutions, understand basic coding (primary school) and the purpose / reason for knowing how to utilise their skills."
6875,cc1786c5a11a09fb1ceb51b12a3a2596,,on,on,,,on,,4,4,4,4,4,4,4,4,Creating solutions to solve problems ,agree,days,Assessing student work samples,,considerably,sufficiently,considerably,considerably,sufficiently,a_lot,yes_lots_,just_fine,fast,"To teach students problem solving processes, how algorithms can be used to solve problems, to questions things to find a more productive or direct way. ",4,yes,"Be competent at understanding the vocab associated with Digital Technologies, how to solve problems and create solutions."
6884,46081d28ad400164fba21f7b2aa2182b,,,,on,,,,4,3,3,3,3,3,3,3,structural problem solving - with computing ,agree,weeks,,,sufficiently,sufficiently,sufficiently,sufficiently,sufficiently,a_bit,yes_a_bit,short,fast,,3,yes,Solve problems and code. Know broadly the digital environment.
6931,83e9576f17f585aa6d3226d6f4d280cc,,on,on,,,on,,4,4,4,4,5,4,5,5,The thought process for defining and solving a problem. ,strongly_agree,days,,,sufficiently,i_am_already_integrating_a_lot,sufficiently,considerably,i_already_understood,a_lot,yes_a_bit,just_fine,just_fine,"To prepare students with the skills needed for an unknown, technology driven future. ",5,yes,Succeed in a technology driven world with the skills and knowledge of embedding technology and coding. 
6932,ee9f411537cc9a25b4d1ce0326a5b0b1,,,,,,on,,5,2,3,3,3,3,4,3,,agree,days,,,sufficiently,insufficiently,considerably,considerably,considerably,a_lot,yes_lots_,just_fine,just_fine,,4,yes,
6949,c9ef3e432f47481288608b0233788ac6,,,,,,on,This workshop gave me a better insight into what the writers of the curriculum outcomes meant when they were writing. It has given me a better understanding of data representation and abstraction together and how students can come to a better understanding of what they can do to represent the data they collect. ,5,4,5,5,5,5,4,5,"Computational thinking is thinking outside the box, it is a problem solving method that breaks the problem down into its components like a computer - what techniques, strategies can be used, algorithms, a sequence of steps, patterns, abstraction, data representations and generalization. ",strongly_agree,weeks,More about tasks that allow for students to explore the designing side of Digital Technologies. ,"Teaching the basics of loops and parameters.
Augmented Reality. 
",i_am_already_confident,i_am_already_integrating_a_lot,considerably,sufficiently,considerably,a_lot,yes_lots_,just_fine,fast,"The purpose of Digital Technologies to to produce students who think outside the box (computational thinking) to solve everyday solutions by creating or innovating designs. Its incorporating digital components to help solve this solution, either the task be to resign a better marble track and what digital components are used to support the students learning or to design an app, present information in a variety of ways etc.  ",5,yes,Students should first be able to use a wide range of technologies with ICT skills successfully. They should be able to understand that they need to provide explicit instructions to make robot components and computer programs to work. They should be able to think logically and critically to solve solutions. 
6952,e4c5ae8540fb4000a421d7758506690b,on,,,on,on,,,4,4,5,,3,4,4,4,To develop a sequence of actions and decisions to fulfill a task as efficiently as possible.,agree,weeks,Example assessments/projects for data representation,,considerably,sufficiently,considerably,considerably,considerably,a_lot,yes_a_bit,just_fine,fast,Develop thinking/problem solving and production skills in a range of current and future digital technologies,4,yes,Develop algorithms/code to solve problems by acquiring data from a user. Understand the representation of data in a variety of forms.
6958,b39e923a358c9208f94fa0875035c596,,on,on,,,on,,4,4,4,4,3,4,3,3,"Recognising, analysing and solving problems with the use of technology to enhance this process",strongly_agree,days,Connecting digital technologies with Design Thinking & Problem Based Learning examples,Examples of deep learning in Integrated areas,sufficiently,considerably,considerably,sufficiently,sufficiently,a_lot,yes_lots_,just_fine,just_fine,Facilitate students in the skill of computational thinking and be able to embed this into their Inquiry Learning,3,yes,Use their digital technology skills to create solutions.
